frame,gps_longitude,gps_latitude,gps_azimuth,curviture
315,36.177796,120.487684,195.415559,1
316,36.177796,120.487684,195.415559,1
317,36.177796,120.487684,195.415559,1
318,36.177796,120.487684,195.415559,1
319,36.177796,120.487684,195.415424,1
320,36.177796,120.487684,195.415424,1
321,36.177796,120.487684,195.413114,1
322,36.177796,120.487684,195.413114,1
323,36.177796,120.487684,195.413114,1
324,36.177796,120.487684,195.413114,1
325,36.177796,120.487684,195.415358,1
326,36.177796,120.487684,195.415358,1
327,36.177796,120.487684,195.420416,1
328,36.177796,120.487684,195.420416,1
329,36.177796,120.487684,195.420416,1
330,36.177796,120.487684,195.420416,1
331,36.177796,120.487684,195.421991,1
332,36.177796,120.487684,195.421861,1
333,36.177796,120.487684,195.421861,1
334,36.177796,120.487684,195.421861,1
335,36.177796,120.487684,195.421861,1
336,36.177796,120.487684,195.421861,1
337,36.177796,120.487684,195.420618,1
338,36.177796,120.487684,195.420618,1
339,36.177796,120.487684,195.417696,1
340,36.177796,120.487684,195.417696,1
341,36.177796,120.487684,195.413456,1
342,36.177796,120.487684,195.413456,1
343,36.177796,120.487684,195.412991,1
344,36.177796,120.487684,195.412991,1
345,36.177796,120.487684,195.411864,1
346,36.177796,120.487684,195.411864,1
347,36.177796,120.487684,195.411864,1
348,36.177796,120.487684,195.411864,1
349,36.177796,120.487684,195.412176,1
350,36.177796,120.487684,195.412176,1
351,36.177796,120.487684,195.412853,1
352,36.177796,120.487684,195.412853,1
353,36.177796,120.487684,195.412853,1
354,36.177796,120.487684,195.412853,1
355,36.177796,120.487684,195.415588,1
356,36.177796,120.487684,195.415588,1
357,36.177796,120.487684,195.412436,1
358,36.177796,120.487684,195.412436,1
359,36.177796,120.487684,195.412436,1
360,36.177796,120.487684,195.412436,1
361,36.177796,120.487684,195.412073,1
362,36.177796,120.487684,195.412073,1
363,36.177796,120.487684,195.411295,1
364,36.177796,120.487684,195.411295,1
365,36.177796,120.487684,195.411295,1
366,36.177796,120.487684,195.411295,1
367,36.177796,120.487684,195.409979,1
368,36.177796,120.487684,195.409979,1
369,36.177796,120.487684,195.409979,1
370,36.177796,120.487684,195.409979,1
371,36.177796,120.487684,195.408624,1
372,36.177796,120.487684,195.408624,1
373,36.177796,120.487684,195.409812,1
374,36.177796,120.487684,195.409812,1
375,36.177796,120.487684,195.409812,1
376,36.177796,120.487684,195.409812,1
377,36.177796,120.487684,195.410742,1
378,36.177796,120.487684,195.410742,1
379,36.177796,120.487684,195.4158,1
380,36.177796,120.487684,195.4158,1
381,36.177796,120.487684,195.413904,1
382,36.177796,120.487684,195.413904,1
383,36.177796,120.487684,195.414161,1
384,36.177796,120.487684,195.414161,1
385,36.177796,120.487684,195.414378,1
386,36.177796,120.487684,195.414378,1
387,36.177796,120.487684,195.414378,1
388,36.177796,120.487684,195.414378,1
389,36.177796,120.487684,195.413504,1
390,36.177796,120.487684,195.413504,1
391,36.177796,120.487684,195.41095,1
392,36.177796,120.487684,195.41095,1
393,36.177796,120.487684,195.41095,1
394,36.177796,120.487684,195.41095,1
395,36.177796,120.487684,195.412551,1
396,36.177796,120.487684,195.412551,1
397,36.177796,120.487684,195.414409,1
398,36.177796,120.487684,195.414409,1
399,36.177796,120.487684,195.416201,1
400,36.177796,120.487684,195.416201,1
401,36.177796,120.487684,195.416518,1
402,36.177796,120.487684,195.416518,1
403,36.177796,120.487684,195.418775,1
404,36.177796,120.487684,195.418775,1
405,36.177796,120.487684,195.418775,1
406,36.177796,120.487684,195.418775,1
407,36.177796,120.487684,195.420914,1
408,36.177796,120.487684,195.420914,1
409,36.177796,120.487684,195.420716,1
410,36.177796,120.487684,195.420716,1
411,36.177796,120.487684,195.42026,1
412,36.177796,120.487684,195.42026,1
413,36.177796,120.487684,195.420337,1
414,36.177796,120.487684,195.420337,1
415,36.177796,120.487684,195.419918,1
416,36.177796,120.487684,195.419918,1
417,36.177796,120.487684,195.419918,1
418,36.177796,120.487684,195.419918,1
419,36.177796,120.487684,195.420017,1
420,36.177796,120.487684,195.420017,1
421,36.177796,120.487684,195.418066,1
422,36.177796,120.487684,195.418066,1
423,36.177796,120.487684,195.418066,1
424,36.177796,120.487684,195.418066,1
425,36.177796,120.487684,195.418579,1
426,36.177796,120.487684,195.418579,1
427,36.177796,120.487684,195.423189,1
428,36.177796,120.487684,195.423189,1
429,36.177796,120.487684,195.423189,1
430,36.177796,120.487684,195.428576,1
431,36.177796,120.487684,195.428576,1
432,36.177796,120.487684,195.428576,1
433,36.177796,120.487684,195.436752,1
434,36.177796,120.487684,195.436752,1
435,36.177796,120.487684,195.436752,1
436,36.177796,120.487684,195.436752,1
437,36.177796,120.487684,195.441553,1
438,36.177796,120.487684,195.441553,1
439,36.177796,120.487684,195.447417,1
440,36.177796,120.487684,195.447417,1
441,36.177796,120.487684,195.447924,1
442,36.177796,120.487684,195.447924,1
443,36.177796,120.487684,195.450284,1
444,36.177796,120.487684,195.450284,1
445,36.177796,120.487684,195.455749,1
446,36.177796,120.487684,195.455749,1
447,36.177796,120.487684,195.455749,1
448,36.177796,120.487684,195.455749,1
449,36.177796,120.487684,195.460306,1
450,36.177796,120.487684,195.460306,1
451,36.177796,120.487684,195.475312,1
452,36.177796,120.487684,195.475312,1
453,36.177796,120.487684,195.475312,1
454,36.177796,120.487684,195.475312,1
455,36.177796,120.487684,195.484207,1
456,36.177796,120.487684,195.484207,1
457,36.177796,120.487684,195.493787,1
458,36.177796,120.487684,195.493787,1
459,36.177796,120.487684,195.493787,1
460,36.177796,120.487684,195.493787,1
461,36.177796,120.487684,195.501945,1
462,36.177796,120.487684,195.501945,1
463,36.177796,120.487684,195.509375,1
464,36.177796,120.487684,195.509375,1
465,36.177796,120.487684,195.509375,1
466,36.177796,120.487684,195.509375,1
467,36.177796,120.487684,195.514058,1
468,36.177796,120.487684,195.514058,1
469,36.177796,120.487684,195.523718,1
470,36.177796,120.487684,195.523718,1
471,36.177796,120.487684,195.529223,1
472,36.177796,120.487684,195.529223,1
473,36.177796,120.487684,195.535974,1
474,36.177796,120.487684,195.535974,1
475,36.177796,120.487684,195.542141,1
476,36.177796,120.487684,195.542141,1
477,36.177796,120.487684,195.542141,1
478,36.177796,120.487684,195.549701,1
479,36.177796,120.487684,195.549701,1
480,36.177796,120.487684,195.549701,1
481,36.177796,120.487684,195.562046,1
482,36.177796,120.487684,195.562046,1
483,36.177796,120.487684,195.562046,1
484,36.177796,120.487684,195.562046,1
485,36.177797,120.487684,195.568431,1
486,36.177797,120.487684,195.568431,1
487,36.177797,120.487684,195.579385,1
488,36.177797,120.487684,195.579385,1
489,36.177797,120.487684,195.586133,1
490,36.177797,120.487684,195.586133,1
491,36.177797,120.487684,195.588264,1
492,36.177797,120.487684,195.588264,1
493,36.177797,120.487684,195.588264,1
494,36.177797,120.487684,195.588264,1
495,36.177797,120.487684,195.594994,1
496,36.177797,120.487684,195.594994,1
497,36.177797,120.487684,195.60812,1
498,36.177797,120.487684,195.60812,1
499,36.177797,120.487684,195.614958,1
500,36.177797,120.487684,195.614958,1
501,36.177797,120.487684,195.621041,1
502,36.177797,120.487684,195.621041,1
503,36.177797,120.487684,195.630768,1
504,36.177797,120.487684,195.630768,1
505,36.177797,120.487684,195.630768,1
506,36.177797,120.487684,195.641607,1
507,36.177797,120.487684,195.641607,1
508,36.177797,120.487684,195.641607,1
509,36.177797,120.487684,195.663468,1
510,36.177797,120.487684,195.663468,1
511,36.177797,120.487684,195.673506,1
512,36.177797,120.487684,195.673506,1
513,36.177797,120.487684,195.683936,1
514,36.177797,120.487684,195.683936,1
515,36.177797,120.487684,195.693119,1
516,36.177797,120.487684,195.693119,1
517,36.177797,120.487684,195.693119,1
518,36.177797,120.487684,195.693119,1
519,36.177797,120.487684,195.699394,1
520,36.177797,120.487684,195.699394,1
521,36.177797,120.487684,195.704835,1
522,36.177797,120.487684,195.704835,1
523,36.177797,120.487684,195.704835,1
524,36.177797,120.487684,195.704835,1
525,36.177797,120.487684,195.705867,1
526,36.177797,120.487684,195.705867,1
527,36.177797,120.487684,195.710681,1
528,36.177797,120.487684,195.710681,1
529,36.177797,120.487684,195.710681,1
530,36.177797,120.487684,195.710681,1
531,36.177797,120.487684,195.711557,1
532,36.177797,120.487684,195.711557,1
533,36.177797,120.487684,195.709096,1
534,36.177797,120.487684,195.709096,1
535,36.177797,120.487684,195.709096,1
536,36.177797,120.487684,195.709096,1
537,36.177797,120.487684,195.710865,1
538,36.177797,120.487684,195.710865,1
539,36.177797,120.487684,195.709898,1
540,36.177797,120.487684,195.709898,1
541,36.177797,120.487684,195.704739,1
542,36.177797,120.487684,195.704739,1
543,36.177797,120.487684,195.699563,1
544,36.177797,120.487684,195.699563,1
545,36.177797,120.487684,195.693767,1
546,36.177797,120.487684,195.693767,1
547,36.177797,120.487684,195.693767,1
548,36.177797,120.487684,195.693767,1
549,36.177797,120.487684,195.686829,1
550,36.177797,120.487684,195.686829,1
551,36.177797,120.487684,195.67667,1
552,36.177797,120.487684,195.67667,1
553,36.177797,120.487684,195.67667,1
554,36.177797,120.487684,195.67667,1
555,36.177797,120.487684,195.671686,1
556,36.177797,120.487684,195.671686,1
557,36.177797,120.487684,195.65682,1
558,36.177797,120.487684,195.65682,1
559,36.177797,120.487684,195.65682,1
560,36.177797,120.487684,195.65682,1
561,36.177797,120.487684,195.648283,1
562,36.177797,120.487684,195.648283,1
563,36.177797,120.487684,195.627302,1
564,36.177797,120.487684,195.627302,1
565,36.177797,120.487684,195.627302,1
566,36.177797,120.487684,195.627302,1
567,36.177797,120.487684,195.617516,1
568,36.177797,120.487684,195.617516,1
569,36.177796,120.487684,195.593895,1
570,36.177796,120.487684,195.593895,1
571,36.177796,120.487684,195.583823,1
572,36.177796,120.487684,195.583823,1
573,36.177796,120.487684,195.574026,1
574,36.177796,120.487684,195.574026,1
575,36.177796,120.487684,195.564134,1
576,36.177796,120.487684,195.564134,1
577,36.177796,120.487684,195.564134,1
578,36.177796,120.487684,195.564134,1
579,36.177796,120.487684,195.554729,1
580,36.177796,120.487684,195.554729,1
581,36.177796,120.487684,195.535162,1
582,36.177796,120.487684,195.535162,1
583,36.177796,120.487684,195.535162,1
584,36.177796,120.487684,195.535162,1
585,36.177796,120.487684,195.528186,1
586,36.177796,120.487684,195.528186,1
587,36.177796,120.487684,195.506959,1
588,36.177796,120.487684,195.506959,1
589,36.177796,120.487684,195.506959,1
590,36.177796,120.487684,195.506959,1
591,36.177796,120.487684,195.494693,1
592,36.177796,120.487684,195.494693,1
593,36.177796,120.487684,195.469758,1
594,36.177796,120.487684,195.469758,1
595,36.177796,120.487684,195.469758,1
596,36.177796,120.487684,195.469758,1
597,36.177796,120.487684,195.454978,1
598,36.177796,120.487684,195.454978,1
599,36.177796,120.487684,195.425712,1
600,36.177796,120.487684,195.425712,1
601,36.177796,120.487684,195.410952,1
602,36.177796,120.487684,195.410952,1
603,36.177796,120.487684,195.398056,1
604,36.177796,120.487684,195.398056,1
605,36.177796,120.487684,195.398056,1
606,36.177796,120.487684,195.398056,1
607,36.177796,120.487684,195.384588,1
608,36.177796,120.487684,195.384588,1
609,36.177796,120.487684,195.355194,1
610,36.177796,120.487684,195.355194,1
611,36.177796,120.487684,195.338354,1
612,36.177796,120.487684,195.338354,1
613,36.177796,120.487684,195.321247,1
614,36.177796,120.487684,195.321247,1
615,36.177796,120.487684,195.303934,1
616,36.177796,120.487684,195.303934,1
617,36.177796,120.487684,195.303934,1
618,36.177796,120.487684,195.303934,1
619,36.177796,120.487684,195.283195,1
620,36.177796,120.487684,195.283195,1
621,36.177796,120.487684,195.245633,1
622,36.177796,120.487684,195.245633,1
623,36.177796,120.487684,195.245633,1
624,36.177796,120.487684,195.245633,1
625,36.177796,120.487684,195.225393,1
626,36.177796,120.487684,195.225393,1
627,36.177796,120.487684,195.188222,1
628,36.177796,120.487684,195.188222,1
629,36.177796,120.487684,195.188222,1
630,36.177796,120.487684,195.188222,1
631,36.177796,120.487684,195.167401,1
632,36.177796,120.487684,195.167401,1
633,36.177795,120.487684,195.124589,1
634,36.177795,120.487684,195.124589,1
635,36.177795,120.487684,195.124589,1
636,36.177795,120.487684,195.124589,1
637,36.177795,120.487684,195.100393,1
638,36.177795,120.487684,195.100393,1
639,36.177795,120.487684,195.049006,1
640,36.177795,120.487684,195.049006,1
641,36.177795,120.487684,195.019355,1
642,36.177795,120.487684,195.019355,1
643,36.177795,120.487684,194.990546,1
644,36.177795,120.487684,194.990546,1
645,36.177795,120.487684,194.963201,1
646,36.177795,120.487684,194.963201,1
647,36.177795,120.487684,194.963201,1
648,36.177795,120.487684,194.93296,1
649,36.177795,120.487684,194.93296,1
650,36.177795,120.487684,194.93296,1
651,36.177795,120.487684,194.863855,1
652,36.177795,120.487684,194.863855,1
653,36.177795,120.487684,194.863855,1
654,36.177795,120.487684,194.863855,1
655,36.177795,120.487684,194.831111,1
656,36.177795,120.487684,194.831111,1
657,36.177795,120.487684,194.756806,1
658,36.177795,120.487684,194.756806,1
659,36.177795,120.487684,194.756806,1
660,36.177795,120.487684,194.756806,1
661,36.177795,120.487684,194.721152,1
662,36.177795,120.487684,194.721152,1
663,36.177794,120.487684,194.639367,1
664,36.177794,120.487684,194.639367,1
665,36.177794,120.487684,194.639367,1
666,36.177794,120.487684,194.639367,1
667,36.177794,120.487684,194.59743,1
668,36.177794,120.487684,194.59743,1
669,36.177794,120.487684,194.510111,1
670,36.177794,120.487684,194.510111,1
671,36.177794,120.487684,194.468013,1
672,36.177794,120.487684,194.468013,1
673,36.177794,120.487684,194.424119,1
674,36.177794,120.487684,194.424119,1
675,36.177794,120.487684,194.378713,1
676,36.177794,120.487684,194.378713,1
677,36.177794,120.487684,194.378713,1
678,36.177794,120.487684,194.378713,1
679,36.177794,120.487684,194.333594,1
680,36.177794,120.487684,194.333594,1
681,36.177793,120.487684,194.23652,1
682,36.177793,120.487684,194.23652,1
683,36.177793,120.487684,194.23652,1
684,36.177793,120.487684,194.23652,1
685,36.177793,120.487684,194.186522,1
686,36.177793,120.487684,194.186522,1
687,36.177793,120.487684,194.078417,1
688,36.177793,120.487684,194.078417,1
689,36.177793,120.487684,194.078417,1
690,36.177793,120.487684,194.078417,1
691,36.177793,120.487684,194.02275,1
692,36.177793,120.487684,194.02275,1
693,36.177793,120.487684,193.918279,1
694,36.177793,120.487684,193.918279,1
695,36.177793,120.487684,193.918279,1
696,36.177793,120.487684,193.918279,1
697,36.177793,120.487684,193.864965,1
698,36.177793,120.487684,193.864965,1
699,36.177792,120.487684,193.757118,1
700,36.177792,120.487684,193.757118,1
701,36.177792,120.487684,193.757118,1
702,36.177792,120.487684,193.757118,1
703,36.177792,120.487684,193.701342,1
704,36.177792,120.487684,193.701342,1
705,36.177792,120.487684,193.587219,1
706,36.177792,120.487684,193.587219,1
707,36.177792,120.487684,193.587219,1
708,36.177792,120.487684,193.587219,1
709,36.177792,120.487684,193.528484,1
710,36.177792,120.487684,193.528484,1
711,36.177791,120.487684,193.407965,1
712,36.177791,120.487684,193.407965,1
713,36.177791,120.487684,193.407965,1
714,36.177791,120.487684,193.407965,1
715,36.177791,120.487684,193.342273,1
716,36.177791,120.487684,193.342273,1
717,36.177791,120.487684,193.212778,1
718,36.177791,120.487684,193.212778,1
719,36.177791,120.487684,193.147604,1
720,36.177791,120.487684,193.147604,1
721,36.177791,120.487684,193.083915,1
722,36.177791,120.487684,193.083915,1
723,36.177791,120.487684,193.083915,1
724,36.177791,120.487684,193.083915,1
725,36.17779,120.487684,193.017083,1
726,36.17779,120.487684,193.017083,1
727,36.17779,120.487684,192.882736,1
728,36.17779,120.487684,192.882736,1
729,36.17779,120.487684,192.882736,1
730,36.17779,120.487684,192.882736,1
731,36.17779,120.487684,192.812629,1
732,36.17779,120.487684,192.812629,1
733,36.17779,120.487685,192.670851,1
